,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
16406,0.92,Female,No relevent experience,Full time course,Graduate,STEM,<1,Missing,Missing,2,29,Non Job-Seekers
16407,0.73,Male,No relevent experience,Full time course,Graduate,STEM,4,No company,No company,never,326,Non Job-Seekers
16408,0.92,Female,No relevent experience,no_enrollment,Masters,Humanities,4,1000-4999,Pvt Ltd,1,23,Non Job-Seekers
16409,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,16,Missing,Pvt Ltd,2,89,Non Job-Seekers
16410,0.926,Female,Has relevent experience,no_enrollment,Masters,STEM,15,1000-4999,Pvt Ltd,3,74,Non Job-Seekers
16413,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,No company,No company,never,34,Job-Seekers
16414,0.92,Male,Has relevent experience,no_enrollment,Masters,Other,6,10000+,Pvt Ltd,4,23,Non Job-Seekers
16415,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,1,72,Non Job-Seekers
16416,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,2,32,Non Job-Seekers
16417,0.924,Unspecified,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Pvt Ltd,>4,196,Non Job-Seekers
16418,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,50-99,Pvt Ltd,1,12,Non Job-Seekers
16419,0.754,Male,Has relevent experience,Full time course,High School,No Major,6,50-99,Pvt Ltd,3,5,Non Job-Seekers
16420,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,Pvt Ltd,2,2,Non Job-Seekers
16421,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,4,500-999,Missing,never,44,Job-Seekers
16422,0.74,Male,No relevent experience,no_enrollment,Graduate,STEM,14,Missing,Missing,3,38,Non Job-Seekers
16423,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,7,50-99,Early Stage Startup,1,21,Job-Seekers
16424,0.939,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Early Stage Startup,1,7,Non Job-Seekers
16425,0.624,Male,No relevent experience,Full time course,High School,No Major,2,No company,No company,never,116,Job-Seekers
16426,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,<10,Pvt Ltd,1,78,Non Job-Seekers
16427,0.698,Female,No relevent experience,no_enrollment,Graduate,STEM,16,1000-4999,Public Sector,>4,160,Non Job-Seekers
16428,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,19,Non Job-Seekers
16429,0.92,Female,Has relevent experience,no_enrollment,Masters,Humanities,10,Missing,Missing,>4,33,Non Job-Seekers
16430,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,Missing,Missing,1,306,Non Job-Seekers
16431,0.8270000000000001,Unspecified,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,8,Non Job-Seekers
16432,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,Pvt Ltd,1,84,Non Job-Seekers
16433,0.91,Unspecified,Has relevent experience,no_enrollment,Masters,STEM,8,50-99,Pvt Ltd,1,79,Non Job-Seekers
16434,0.55,Unspecified,No relevent experience,Full time course,Graduate,STEM,4,No company,No company,never,153,Job-Seekers
16436,0.926,Male,No relevent experience,no_enrollment,High School,No Major,5,No company,No company,never,108,Non Job-Seekers
16437,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,28,Non Job-Seekers
16438,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,4,10/49,Missing,2,46,Non Job-Seekers
16439,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,8,100-499,Pvt Ltd,1,72,Non Job-Seekers
16440,0.7659999999999999,Female,No relevent experience,Full time course,Graduate,Other,3,Missing,Missing,1,42,Job-Seekers
16441,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Funded Startup,1,9,Non Job-Seekers
16443,0.91,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,54,Non Job-Seekers
16444,0.903,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10000+,Pvt Ltd,1,24,Job-Seekers
16445,0.74,Male,Has relevent experience,Part time course,Masters,STEM,20,Missing,Missing,1,39,Job-Seekers
16447,0.926,Male,Has relevent experience,no_enrollment,High School,No Major,10,50-99,Pvt Ltd,1,109,Non Job-Seekers
16448,0.754,Male,No relevent experience,Full time course,High School,No Major,5,Missing,Missing,2,23,Non Job-Seekers
16449,0.624,Male,No relevent experience,Full time course,Graduate,STEM,4,No company,No company,never,15,Non Job-Seekers
16450,0.939,Male,Has relevent experience,Full time course,High School,No Major,5,10/49,Pvt Ltd,1,25,Non Job-Seekers
16451,0.855,Unspecified,Has relevent experience,no_enrollment,Masters,STEM,10,Missing,Missing,2,3,Non Job-Seekers
16452,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,7,500-999,Pvt Ltd,1,192,Non Job-Seekers
16453,0.92,Unspecified,Has relevent experience,no_enrollment,Graduate,Arts,5,1000-4999,Public Sector,1,42,Non Job-Seekers
16455,0.7390000000000001,Unspecified,No relevent experience,no_enrollment,Masters,STEM,<1,Missing,Missing,1,43,Non Job-Seekers
16456,0.897,Male,No relevent experience,Full time course,Masters,STEM,5,Missing,Missing,1,31,Non Job-Seekers
16457,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,5,10/49,Missing,1,32,Non Job-Seekers
16458,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,14,Missing,Pvt Ltd,1,44,Non Job-Seekers
16459,0.923,Female,Has relevent experience,no_enrollment,Graduate,Humanities,18,Missing,Missing,1,13,Job-Seekers
16460,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,100-499,Pvt Ltd,>4,28,Non Job-Seekers
16461,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-499,Pvt Ltd,2,12,Non Job-Seekers
16462,0.836,Male,No relevent experience,no_enrollment,High School,No Major,5,No company,No company,never,76,Non Job-Seekers
16463,0.92,Male,Has relevent experience,Full time course,High School,No Major,9,Missing,Missing,1,156,Job-Seekers
16464,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,4,<10,Early Stage Startup,1,18,Non Job-Seekers
16465,0.92,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,3,6,Non Job-Seekers
16466,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,35,Non Job-Seekers
16467,0.887,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,43,Non Job-Seekers
16468,0.897,Unspecified,Has relevent experience,no_enrollment,Masters,STEM,15,50-99,Pvt Ltd,>4,11,Non Job-Seekers
16469,0.624,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,3,500-999,Pvt Ltd,1,81,Job-Seekers
16470,0.624,Male,No relevent experience,no_enrollment,Masters,STEM,14,10/49,Pvt Ltd,never,112,Job-Seekers
16471,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,1,37,Non Job-Seekers
16472,0.92,Male,No relevent experience,Full time course,Graduate,STEM,8,No company,No company,never,100,Job-Seekers
16473,0.91,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Public Sector,2,4,Non Job-Seekers
16474,0.804,Male,No relevent experience,Full time course,Graduate,STEM,6,No company,No company,never,42,Non Job-Seekers
16475,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,5000-9999,Pvt Ltd,1,25,Non Job-Seekers
16476,0.8270000000000001,Male,Has relevent experience,no_enrollment,Masters,STEM,4,100-499,NGO,4,48,Non Job-Seekers
16477,0.743,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,100-499,Pvt Ltd,1,6,Non Job-Seekers
16478,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,7,1000-4999,Pvt Ltd,4,15,Non Job-Seekers
16479,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,<1,<10,Funded Startup,1,87,Non Job-Seekers
16480,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,500-999,Other,1,50,Non Job-Seekers
16481,0.92,Unspecified,No relevent experience,Full time course,Graduate,STEM,10,Missing,Public Sector,never,45,Job-Seekers
16482,0.92,Female,Has relevent experience,no_enrollment,Graduate,No Major,13,Missing,Missing,1,87,Job-Seekers
16483,0.939,Male,Has relevent experience,no_enrollment,Phd,STEM,14,<10,Early Stage Startup,1,117,Non Job-Seekers
16484,0.92,Unspecified,Has relevent experience,no_enrollment,Graduate,Humanities,2,100-499,Funded Startup,2,5,Non Job-Seekers
16485,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,15,<10,Early Stage Startup,1,61,Non Job-Seekers
16486,0.855,Male,No relevent experience,Full time course,Graduate,STEM,15,100-499,Pvt Ltd,2,36,Job-Seekers
16487,0.92,Male,No relevent experience,no_enrollment,Phd,STEM,>20,10000+,Public Sector,>4,11,Non Job-Seekers
16488,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,2,62,Non Job-Seekers
16489,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-499,Pvt Ltd,>4,15,Non Job-Seekers
16490,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Funded Startup,4,2,Non Job-Seekers
16491,0.92,Unspecified,Has relevent experience,no_enrollment,Graduate,Other,>20,50-99,Pvt Ltd,2,46,Non Job-Seekers
16492,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Pvt Ltd,1,41,Job-Seekers
16493,0.92,Other,No relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,1,70,Non Job-Seekers
16494,0.91,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,4,10/49,Pvt Ltd,1,22,Non Job-Seekers
16495,0.92,Unspecified,Has relevent experience,no_enrollment,Graduate,Business Degree,10,10000+,Pvt Ltd,2,15,Non Job-Seekers
16496,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,9,Missing,Missing,4,17,Job-Seekers
16497,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,53,Non Job-Seekers
16498,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,5000-9999,Public Sector,3,32,Non Job-Seekers
16499,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,5000-9999,Pvt Ltd,>4,122,Non Job-Seekers
16500,0.92,Male,No relevent experience,no_enrollment,Graduate,Humanities,>20,100-499,Pvt Ltd,4,32,Non Job-Seekers
16501,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,38,Non Job-Seekers
16503,0.55,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,<10,Pvt Ltd,1,280,Non Job-Seekers
16504,0.92,Male,No relevent experience,Full time course,High School,No Major,8,Missing,Missing,1,118,Job-Seekers
16505,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,Missing,Missing,3,22,Job-Seekers
16507,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,1,No company,No company,never,86,Non Job-Seekers
16508,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10/49,Early Stage Startup,1,24,Job-Seekers
16509,0.836,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1,33,Non Job-Seekers
16510,0.493,Unspecified,No relevent experience,no_enrollment,Graduate,STEM,5,Missing,Missing,1,29,Non Job-Seekers
16511,0.855,Male,Has relevent experience,Full time course,Graduate,STEM,4,10000+,Pvt Ltd,3,30,Non Job-Seekers
16512,0.92,Male,No relevent experience,no_enrollment,Graduate,Arts,>20,500-999,Public Sector,never,60,Non Job-Seekers
16513,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,1000-4999,Pvt Ltd,>4,15,Non Job-Seekers
16514,0.855,Male,No relevent experience,Full time course,High School,No Major,4,1000-4999,Pvt Ltd,1,113,Non Job-Seekers
16515,0.579,Male,Has relevent experience,no_enrollment,Masters,STEM,7,50-99,Pvt Ltd,1,30,Job-Seekers
16516,0.698,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,2,10/49,Pvt Ltd,1,198,Job-Seekers
16517,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10/49,Pvt Ltd,>4,27,Non Job-Seekers
16518,0.92,Male,No relevent experience,Full time course,High School,No Major,3,Missing,Missing,1,46,Non Job-Seekers
16519,0.804,Unspecified,No relevent experience,Full time course,High School,No Major,3,No company,No company,never,67,Non Job-Seekers
16520,0.91,Male,Has relevent experience,Part time course,Graduate,STEM,11,10/49,Funded Startup,1,23,Non Job-Seekers
16521,0.698,Unspecified,No relevent experience,Part time course,Graduate,STEM,9,Missing,Missing,1,53,Job-Seekers
16522,0.897,Unspecified,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,1,58,Non Job-Seekers
16523,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10/49,Pvt Ltd,1,152,Non Job-Seekers
16524,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,3,9,Non Job-Seekers
16525,0.939,Male,No relevent experience,no_enrollment,Graduate,STEM,5,Missing,Missing,1,106,Non Job-Seekers
16526,0.91,Male,No relevent experience,no_enrollment,Graduate,Other,7,Missing,Public Sector,2,21,Non Job-Seekers
16527,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,500-999,Pvt Ltd,2,204,Job-Seekers
16528,0.926,Unspecified,Has relevent experience,no_enrollment,Masters,STEM,15,No company,No company,never,91,Non Job-Seekers
16529,0.926,Female,Has relevent experience,Part time course,Graduate,Other,5,50-99,Pvt Ltd,4,138,Non Job-Seekers
16530,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,2,46,Non Job-Seekers
16532,0.884,Unspecified,No relevent experience,no_enrollment,Phd,STEM,>20,Missing,Public Sector,3,28,Non Job-Seekers
16533,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,>4,31,Non Job-Seekers
16534,0.92,Male,No relevent experience,Full time course,Graduate,STEM,5,Missing,Missing,2,43,Job-Seekers
16535,0.847,Male,No relevent experience,Part time course,Graduate,STEM,4,50-99,Pvt Ltd,never,19,Non Job-Seekers
16536,0.624,Male,No relevent experience,Full time course,Graduate,STEM,2,Missing,Missing,1,6,Non Job-Seekers
16537,0.92,Male,No relevent experience,Full time course,Graduate,Humanities,6,Missing,Missing,>4,21,Job-Seekers
16538,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,4,Missing,Pvt Ltd,1,20,Non Job-Seekers
16540,0.92,Female,Has relevent experience,no_enrollment,Phd,STEM,10,50-99,Funded Startup,1,52,Non Job-Seekers
16542,0.847,Male,No relevent experience,no_enrollment,Masters,STEM,4,100-499,Public Sector,1,33,Non Job-Seekers
16543,0.92,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,19,100-499,Pvt Ltd,1,119,Non Job-Seekers
16544,0.865,Male,No relevent experience,Full time course,Graduate,STEM,1,Missing,Missing,1,25,Job-Seekers
16545,0.893,Unspecified,Has relevent experience,Part time course,Graduate,STEM,11,10000+,Missing,>4,67,Non Job-Seekers
16547,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-499,Pvt Ltd,1,47,Job-Seekers
16548,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,No company,No company,never,14,Job-Seekers
16549,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,4,Non Job-Seekers
16550,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Missing,Pvt Ltd,>4,29,Non Job-Seekers
16551,0.899,Male,Has relevent experience,Part time course,High School,No Major,7,500-999,Other,2,106,Non Job-Seekers
16552,0.836,Female,Has relevent experience,no_enrollment,Graduate,STEM,16,1000-4999,Pvt Ltd,>4,130,Non Job-Seekers
16553,0.794,Female,Has relevent experience,Part time course,Masters,STEM,5,5000-9999,Pvt Ltd,1,304,Non Job-Seekers
16554,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,1,24,Job-Seekers
16555,0.4479999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-499,Pvt Ltd,1,16,Non Job-Seekers
16556,0.762,Male,Has relevent experience,no_enrollment,Masters,STEM,4,10000+,Pvt Ltd,1,12,Non Job-Seekers
16557,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,>4,62,Job-Seekers
16558,0.5579999999999999,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,7,100-499,Pvt Ltd,1,74,Job-Seekers
16559,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Missing,>4,85,Non Job-Seekers
16560,0.91,Male,No relevent experience,no_enrollment,High School,No Major,7,Missing,Pvt Ltd,never,104,Non Job-Seekers
16561,0.895,Male,Has relevent experience,no_enrollment,High School,No Major,12,50-99,Pvt Ltd,1,37,Non Job-Seekers
16562,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,>4,47,Non Job-Seekers
16565,0.887,Male,Has relevent experience,no_enrollment,Masters,No Major,>20,Missing,Missing,3,42,Non Job-Seekers
16567,0.698,Male,Has relevent experience,no_enrollment,High School,No Major,11,100-499,Pvt Ltd,1,294,Non Job-Seekers
16568,0.897,Male,No relevent experience,no_enrollment,Phd,STEM,>20,500-999,Public Sector,>4,22,Non Job-Seekers
16569,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,3,72,Non Job-Seekers
16570,0.624,Male,Has relevent experience,no_enrollment,Graduate,Humanities,8,Missing,Missing,1,65,Non Job-Seekers
16571,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,14,Missing,Missing,1,46,Non Job-Seekers
16572,0.624,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,18,Missing,Missing,>4,94,Job-Seekers
16573,0.92,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,6,1000-4999,Other,>4,134,Non Job-Seekers
16574,0.802,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,1,210,Non Job-Seekers
16575,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,2,149,Non Job-Seekers
16576,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10000+,Pvt Ltd,>4,6,Job-Seekers
16577,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,3,Missing,Missing,1,46,Job-Seekers
16578,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,<10,Early Stage Startup,1,61,Non Job-Seekers
16579,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,1000-4999,Public Sector,2,29,Job-Seekers
16580,0.794,Unspecified,No relevent experience,no_enrollment,Graduate,STEM,12,100-499,Missing,2,44,Non Job-Seekers
16581,0.698,Male,Has relevent experience,Part time course,Graduate,STEM,10,10/49,NGO,1,64,Non Job-Seekers
16582,0.802,Male,Has relevent experience,Part time course,Graduate,STEM,10,10000+,Pvt Ltd,1,22,Non Job-Seekers
16583,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Funded Startup,1,102,Non Job-Seekers
16584,0.767,Male,No relevent experience,Full time course,Graduate,STEM,5,Missing,Missing,1,17,Job-Seekers
16585,0.698,Unspecified,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,3,51,Non Job-Seekers
16586,0.624,Male,No relevent experience,Full time course,Masters,STEM,4,No company,No company,never,13,Non Job-Seekers
16587,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10/49,Pvt Ltd,2,91,Non Job-Seekers
16588,0.91,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,1,15,Non Job-Seekers
16589,0.527,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,4,16,Non Job-Seekers
16590,0.92,Male,Has relevent experience,no_enrollment,Masters,Other,12,10000+,Pvt Ltd,2,80,Non Job-Seekers
16591,0.893,Male,Has relevent experience,Part time course,Graduate,STEM,10,100-499,Pvt Ltd,3,226,Non Job-Seekers
